chr,start,end,strand,symbol,length,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,RAS/CAS,PValueRAS/CAS,FDR,RAS/WT,PValueRAS/WT,FDR,P53KO/WT,PValueP53KO/WT,FDR,CAS/WT,PValueCAS/WT,FDR,Name
chr6,54458809,54516376,-,Scrn1,1785,5,0,4,2,2,0,0,0,-0.66,0.440283077,0.682054306,0.86,1,1,2.405072372,0.128554681,0.275635278,1.518798282,0.198639646,0.332114056,secernin 1
chr11,96891265,96895274,+,Scrn2,1526,1927,1654,1103,1002,4943,3705,2831,2311,1.85,5.29E-16,7.65E-15,-0.53,0.281578224,0.664815427,-0.695244006,0.000704036,0.00293643,-2.379538603,1.26E-19,1.30E-18,secernin 2
chr2,73150708,73175864,+,Scrn3,3255,1154,1792,1167,1073,3800,2870,2255,2550,1.39,4.07E-12,3.88E-11,-0.58,0.012154918,0.069049207,-1.107109904,1.45E-06,1.06E-05,-1.970220517,2.20E-20,2.40E-19,secernin 3
chr15,76346632,76352559,-,Scrt1,4012,0,0,12,8,0,0,0,0,-2.69,7.28E-05,0.000281953,0,1,1,0,1,1,2.690886828,0.000552627,0.001500356,scratch family zinc finger 1
chr2,151907264,151921538,+,Scrt2,3397,0,0,0,2,0,0,0,0,0,0.555471071,0.797485369,0,1,1,0,1,1,0,0.555471071,0.791452104,scratch family zinc finger 2
chr7,148464236,148465030,-,Sct,511,0,0,7,5,2,0,0,2,-1.19,0.013736291,0.034193596,0.86,0.649457526,1,0,0.517128762,0.837379628,2.047710377,0.223940347,0.370049321,secretin
chr1,121903556,121960109,+,Sctr,1936,6,8,26,34,12,4,0,0,-1.05,0.000636422,0.002081402,2.5,0.002874771,0.021270194,2.545471599,0.001069362,0.004245298,3.545986152,1.02E-07,4.22E-07,secretin receptor
chr15,83433012,83555451,-,Scube1,7846,51,111,194,182,272,53,16,6,0.24,0.378667854,0.602921413,2.71,3.19E-05,0.000434124,1.432217293,0.000129581,0.000636136,2.474166509,1.40E-06,5.19E-06,"signal peptide, CUB domain, EGF-like 1"
chr7,116942204,117009193,-,Scube2,3584,0,0,2,2,2,0,0,0,0.01,0.727194288,0.98708516,0.86,1,1,0,1,1,0.846423614,0.286217375,0.459106,"signal peptide, CUB domain, EGF-like 2"
chr17,28279470,28308290,+,Scube3,3004,0,0,22,13,4,0,4,2,-2.03,0.000118086,0.000442419,-0.76,0.162117081,0.466229546,-2.208262397,0.04668485,0.116636842,1.270025898,0.055499952,0.106605412,"signal peptide, CUB domain, EGF-like 3"
chr15,76287867,76289898,+,Scx,1138,16,14,20,12,22,15,9,7,-0.25,0.932175157,1,-0.08,0.82878989,1,0.636715379,0.356485508,0.624857474,0.167441366,1,1,scleraxis
chr19,5758426,5771401,-,Scyl1,2654,1585,2139,3131,2414,5409,3472,2418,2068,0.47,0.002691761,0.007837201,-0.17,0.833887353,1,-0.75012945,0.002681929,0.009643823,-0.647578991,0.001374588,0.003523263,chemokine (C-C motif) ligand 2
chr10,89102851,89149030,-,Scyl2,3449,266,750,713,634,1430,930,928,1047,0.69,0.033178851,0.075060378,-0.71,0.018118392,0.094410634,-1.945105461,6.68E-05,0.000348905,-1.399239843,9.49E-06,3.23E-05,SCY1-like 2 (S. cerevisiae)
chr1,165860194,165885257,+,Scyl3,4083,1023,1274,2022,1619,3076,2013,1264,1194,0.29,0.043633008,0.09581698,-0.05,0.879868069,1,-0.445845465,0.034761108,0.090871558,-0.342649117,0.064055886,0.121533087,SCY1-like 3 (S. cerevisiae)
chr5,92713035,92739050,-,Sdad1,5042,674,1134,1239,927,1615,805,536,619,0.07,0.975361367,1,0.26,0.996166694,1,0.188336022,0.17604195,0.35430977,0.189073613,0.983156231,1,SDA1 domain containing 1
chr12,8778201,8800493,+,Sdc1,3061,5789,7640,9093,8741,20176,15997,15714,18730,0.84,4.09E-06,1.92E-05,-0.98,5.48E-06,8.99E-05,-1.581494225,7.40E-16,2.06E-14,-1.810236514,3.82E-19,3.83E-18,syndecan 1
chr15,32850477,32964476,+,Sdc2,3318,4311,4942,3949,3934,17615,13752,8671,9900,1.84,5.38E-20,1.16E-18,-0.31,0.241326395,0.605057142,-1.148907412,2.24E-10,3.05E-09,-2.155704919,1.86E-24,2.70E-23,syndecan 2
chr4,130348451,130382233,+,Sdc3,4977,6257,7897,5774,6057,17783,6985,1501,812,1.31,1.73E-03,5.25E-03,2.23,5.41E-16,5.19E-14,1.917216268,5.59E-16,1.58E-14,0.921029028,1.65E-07,6.71E-07,syndecan 3
chr2,164249746,164268688,-,Sdc4,2465,10305,11044,10457,9411,33927,25819,10729,13184,1.38,2.21E-11,1.95E-10,0.33,0.136988544,0.416703373,-0.199106813,0.041670362,0.105861304,-1.058034364,1.34E-07,5.51E-07,syndecan 4
chr4,6292826,6323269,+,Sdcbp,2562,4775,6319,12975,13690,11850,6440,2487,2632,-0.44,0.000663961,0.002164311,0.92,0.000149298,0.001687592,0.799791532,8.30E-05,0.000425506,1.361566355,1.41E-12,8.82E-12,syndecan binding protein
chr2,151398367,151415735,+,Sdcbp2,1392,22,40,242,187,48,30,2,6,-2.59,1.60E-12,1.60E-11,2.73,7.98E-05,0.000971502,2.780940763,2.82E-06,1.95E-05,5.319969708,1.41E-22,1.77E-21,syndecan binding protein
chr2,26238319,26244836,-,Sdccag3,2205,2636,3298,4091,2750,4691,2695,1688,1799,-0.12,0.948570454,1,0.14,0.838113538,1,0.501766341,0.016025522,0.04666497,0.256722348,0.787462649,1,serologically defined colon cancer antigen 3
chr1,178744942,178950563,+,Sdccag8,2637,530,528,1878,1775,1041,626,412,368,-1.16,4.38E-08,2.66E-07,0,0.801005642,1,0.222385748,0.499239881,0.819381237,1.164105542,1.45E-08,6.50E-08,serologically defined colon cancer antigen 8
chr11,78059247,78068998,+,Sdf2,1271,2822,2385,2895,2706,4672,3309,2317,1998,0.38,0.081349848,0.164798681,-0.32,0.600906456,1,0.143631983,0.986047177,1,-0.69990436,0.023832554,0.049377601,stromal cell derived factor 2
chr16,17130230,17132476,-,Sdf2l1,1111,3548,3564,2320,2480,2302,1686,2131,1539,-0.33,0.096353921,0.190900692,-1.22,0.000104318,0.001230006,0.594151964,0.002914803,0.010368901,-0.89938995,0.025066477,0.051644054,coiled-coil domain containing 116
chr4,155367022,155387719,+,Sdf4,5181,6312,6574,11797,11578,12562,9215,6755,6233,-0.22,0.324520311,0.531869468,-0.44,0.219623359,0.568922679,-0.238780663,0.160997371,0.329588208,-0.216849059,0.807814983,1,stromal cell derived factor 4
chr13,74459702,74487688,-,Sdha,2874,12115,16341,11072,10408,36734,29125,27837,29471,1.42,1.07E-13,1.20E-12,-0.94,9.75E-05,0.001157911,-1.341153175,1.42E-10,1.99E-09,-2.35107155,4.75E-28,8.95E-27,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"
chr7,31106427,31107394,-,Sdhaf1,968,1291,1150,2043,1923,1804,1438,845,642,-0.5,0.106934591,0.208749255,-0.24,0.569210244,0.995967932,0.47013387,0.061373209,0.147575104,0.251157087,0.029902866,0.060768997,succinate dehydrogenase complex assembly factor 1
chr19,10575001,10599699,-,Sdhaf2,3101,1755,1809,2366,2304,3278,2279,1504,1372,0.16,0.486124789,0.739222672,-0.21,0.75931962,1,0.08176147,0.89058885,1,-0.368017513,0.316927619,0.498875499,succinate dehydrogenase complex assembly factor 2
chr4,140517185,140535107,+,Sdhb,1081,9053,8570,6166,6858,22468,17461,15934,13581,1.55,1.14E-10,9.42E-10,-0.84,0.01573524,0.084415275,-0.956500662,1.15E-05,7.09E-05,-2.390974954,4.52E-18,4.19E-17,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"
chr1,173059287,173080734,-,Sdhc,1185,6344,7322,5286,5771,19224,14414,10623,10544,1.55,9.81E-13,9.96E-12,-0.48,0.108769903,0.35643155,-0.884590889,9.10E-06,5.73E-05,-2.028219441,6.76E-18,6.20E-17,"succinate dehydrogenase complex, subunit C, integral membrane protein"
chr9,50404444,50411954,-,Sdhd,1289,12991,12295,9468,9273,17384,13389,12107,13090,0.56,0.004634861,0.012861393,-0.81,0.00129327,0.011062055,-0.039281015,0.217523185,0.421094446,-1.375793701,2.32E-09,1.11E-08,"succinate dehydrogenase complex, subunit D, integral membrane protein"
chr5,141717487,142689745,+,Sdk1,8558,2,0,417,453,41,3,1,4,-3.36,6.82E-07,3.57E-06,3.3,0.093848779,0.321302181,0.563980512,0.546016442,0.858611687,6.651220292,1.38E-09,6.75E-09,sidekick cell adhesion molecule 1
chr11,113642103,113927265,-,Sdk2,6649,2,2,4,5,3,3,12,0,-0.46,0.745876547,1,-2.69,0.135126295,0.413350227,-2.195705762,0.223495728,0.430511515,-2.233619583,0.271487047,0.438637303,sidekick cell adhesion molecule 2
chr1,51345969,51359804,+,Sdpr,3057,1188,1051,754,816,584,490,507,453,-0.69,0.011367187,0.028903001,-1.14,0.001240883,0.010696635,1.086201298,0.000151708,0.000731624,-0.451849421,0.465067207,0.690793934,caveolae associated 2
chr4,3923088,3946810,-,Sdr16c5,1386,0,12,0,0,1,6,2,0,0,0.066301756,0.137859248,-1.5,0.680437633,1,-1.502451638,0.225062989,0.432770466,-1.502451638,0.35273975,0.541958147,"short chain dehydrogenase/reductase family 16C, member 5"
chr4,3983812,4004661,-,Sdr16c6,1187,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,"short chain dehydrogenase/reductase family 16C, member 6"
chr14,56516121,56519069,-,Sdr39u1,1233,541,882,2044,1378,2286,1288,962,821,-0.15,0.766980185,1,-0.09,0.843262595,1,-0.971275131,0.003374675,0.011798923,0.067442142,0.925570558,1,"short chain dehydrogenase/reductase family 39U, member 1"
chr8,120185298,120195415,-,Sdr42e1,2838,2221,3397,2281,1777,9919,6922,5943,5817,1.8,4.80E-22,1.26E-20,-0.6,0.011796362,0.067490755,-1.560721092,4.68E-12,8.11E-11,-2.400966412,1.48E-32,3.77E-31,"short chain dehydrogenase/reductase family 42E, member 1"
chr10,127335590,127348815,+,Sdr9c7,2853,820,1053,225,197,4446,3671,3252,2741,3.98,6.56E-59,1.60E-56,-0.89,0.014777371,0.080558603,-2.1271939,1.60E-17,5.36E-16,-4.862434978,4.64E-71,1.20E-68,"4short chain dehydrogenase/reductase family 9C, member 7"
chr5,120926555,120933914,+,Sds,1172,9706,8701,8280,8104,26390,21069,11093,15706,1.36,3.29E-08,2.03E-07,-0.09,0.527160033,0.960050087,-0.333556989,0.001672787,0.006333589,-1.442992287,9.53E-10,4.73E-09,serine dehydratase
chr5,120908210,120922772,-,Sdsl,1217,790,693,773,724,1416,1183,1059,1310,0.56,0.010703753,0.027368821,-0.92,0.002529075,0.01912649,-0.56178388,0.000797957,0.003274519,-1.474041091,4.18E-08,1.80E-07,serine dehydratase-like
chr11,78317014,78318584,+,Sebox,1289,83,52,16,21,156,81,34,50,2.93,3.64E-08,2.23E-07,0.87,0.298680804,0.687738224,1.142869166,0.311633385,0.560913118,-2.068824675,1.51E-05,5.05E-05,SEBOX homeobox
chr7,52933056,52934928,-,Sec1,1873,4,0,145,204,0,2,2,0,-5.98,5.12E-21,1.22E-19,-1.5,1,1,0.646521514,0.708586065,1,4.482292749,7.79E-17,6.67E-16,syntaxin binding protein 1
chr7,88060264,88092436,-,Sec11a,1119,3406,3040,4138,4355,6751,4754,3141,2885,0.39,0.127720226,0.242719606,-0.23,0.719703694,1,-0.023949853,0.415485392,0.708116788,-0.623852472,0.060327057,0.115135157,"SEC11 homolog A, signal peptidase complex subunit"
chr18,65960231,65977311,+,Sec11c,776,4357,3557,6109,5913,4127,2914,1785,1327,-0.88,0.000473891,0.001590586,-0.13,0.50367684,0.941633799,1.145928557,2.02E-05,0.000118643,0.753040561,3.47E-05,0.000110943,"SEC11 homolog C, signal peptidase complex subunit"
chr6,113678045,113690675,-,Sec13,1310,3052,3135,5170,5167,6521,4583,3641,3006,0.02,0.966922701,1,-0.5,0.192348831,0.519646311,-0.395377526,0.063392176,0.151785923,-0.515579248,0.207095898,0.344517442,"SEC13 homolog, nuclear pore and COPII coat complex component"
chr11,116976485,117020582,+,Sec14l1,5591,1018,1603,2008,1723,2210,1046,503,556,-0.17,0.091596442,0.18261142,0.8,0.012607906,0.071118382,0.874279737,6.38E-06,4.13E-05,0.974610202,3.36E-05,0.000107794,SEC14-like lipid binding 1
chr11,3997042,4018732,-,Sec14l2,2540,11192,15353,6219,6217,45918,34997,45268,38205,2.57,4.70E-34,3.42E-32,-1.31,3.21E-07,6.77E-06,-2.156946113,7.58E-21,3.59E-19,-3.884710512,1.25E-59,1.87E-57,SEC14-like lipid binding 2
chr11,3964855,3978993,+,Sec14l3,3940,2,13,2,2,10,7,20,6,1.29,0.073536825,0.151091487,-2.13,0.048230513,0.197275788,-3.030993332,0.187096871,0.372814137,-3.414639024,0.000300873,0.00084899,SEC14-like lipid binding 2
chr11,3931784,3948012,+,Sec14l4,2954,1671,3906,1160,929,6929,4704,7003,8898,2.26,7.56E-19,1.46E-17,-1.35,1.51E-08,3.98E-07,-2.208286197,1.60E-12,2.94E-11,-3.611684561,1.42E-41,6.94E-40,SEC14-like lipid binding 4
chr16,5147201,5184027,+,Sec14l5,2353,0,0,33,27,1,0,0,0,-3.51,3.27E-10,2.54E-09,0.45,1,1,0,1,1,3.96279458,2.90E-08,1.27E-07,SEC14-like lipid binding 1
chr2,26264950,26300736,-,Sec16a,8769,2731,4161,3988,3183,9141,6096,4626,5081,0.88,1.96E-05,8.32E-05,-0.35,0.106373475,0.351103475,-0.901221749,0.000442811,0.001931841,-1.234494021,5.82E-09,2.70E-08,"SEC16 homolog A, endoplasmic reticulum export factor"
chr16,35311216,35364004,-,Sec22a,3999,1283,1039,1367,1350,2220,1550,961,871,0.39,0.112150211,0.217605317,-0.13,0.896193557,1,0.276286427,0.733487877,1,-0.51361146,0.147939003,0.256977534,"SEC22 homolog A, vesicle trafficking protein"
chr3,97705149,97726241,+,Sec22b,1820,1817,2342,2415,2546,4529,3080,2900,2607,0.59,0.011324718,0.028807624,-0.69,0.00512809,0.034424265,-0.815207281,0.000355609,0.001588995,-1.285593678,1.24E-07,5.12E-07,"SEC22 homolog B, vesicle trafficking protein"
chr9,121589162,121614147,-,Sec22c,5791,281,393,535,528,1121,841,571,588,0.75,0.002592692,0.00758391,-0.36,0.356417204,0.757211428,-1.161485192,4.16E-05,0.000227764,-1.115393997,9.86E-05,0.000298915,"SEC22 homolog C, vesicle trafficking protein"
chr12,60059370,60113004,-,Sec23a,4128,2576,2681,2651,2612,5290,4472,3197,3282,0.68,0.000147824,0.00054453,-0.61,0.068888562,0.25677148,-0.452246411,0.006273344,0.020404832,-1.291313749,2.69E-08,1.18E-07,"SEC23 homolog A, COPII coat complex component"
chr2,144381964,144416489,+,Sec23b,2936,2351,2670,2099,2288,4009,3213,3394,2911,0.62,0.006432436,0.01731315,-1.1,0.000553648,0.005359964,-0.670425126,0.007029782,0.022580807,-1.71496228,1.10E-09,5.45E-09,"SEC23 homolog B, COPII coat complex component"
chr7,135888383,135928349,+,Sec23ip,4596,1433,1792,2447,2253,2224,1534,987,1291,-0.45,0.041573314,0.091711696,-0.16,0.175428727,0.489784193,0.396800658,0.334140909,0.593778461,0.288363632,0.501172469,0.737439589,Sec23 interacting protein
chr11,51505764,51570336,-,Sec24a,6821,3892,4079,3373,2939,8211,6348,3199,3811,0.97,1.20E-06,6.05E-06,0.02,0.786710782,1,0.141998226,0.672465968,0.990897091,-0.944268049,4.49E-06,1.58E-05,"Sec24 related gene family, member A (S. cerevisiae)"
chr3,129686102,129763825,-,Sec24b,4726,1013,1499,2073,1792,2344,1410,891,1043,-0.14,0.389504809,0.617465284,0.06,0.699312624,1,0.043826293,0.731401444,1,0.196974173,0.641593693,0.892745624,"Sec24 related gene family, member B (S. cerevisiae)"
chr14,21493542,21514072,+,Sec24c,4539,3614,6015,6695,4635,8606,5124,5172,4760,0.05,0.448619157,0.692843515,-0.6,0.006431188,0.04133319,-0.658189398,0.083364845,0.191083834,-0.648155489,0.000514402,0.001402148,"Sec24 related gene family, member C (S. cerevisiae)"
chr3,122970413,123068554,+,Sec24d,3880,2171,2452,2286,2251,5706,4591,4554,4081,1,1.93E-06,9.46E-06,-1.01,0.001304798,0.011130955,-1.209264504,2.39E-07,2.02E-06,-2.015254136,5.94E-15,4.45E-14,"Sec24 related gene family, member D (S. cerevisiae)"
chr5,100790667,100845253,-,Sec31a,4256,4432,6097,5728,4972,14248,9259,6837,5900,1,2.37E-07,1.32E-06,-0.28,0.47679248,0.91198825,-0.766349614,0.003186523,0.011222125,-1.276179411,4.88E-09,2.28E-08,Sec31 homolog A (S. cerevisiae)
chr19,44591446,44620338,-,Sec31b,3949,111,311,217,104,1041,433,297,251,1.92,7.05E-07,3.67E-06,0.48,0.400178836,0.815445519,-1.565157082,0.070392344,0.165998789,-1.436205133,3.36E-05,0.000107549,Sec31 homolog B (S. cerevisiae)
chr6,88453600,88468794,-,Sec61a1,3051,6925,7604,7218,6844,16253,11428,11067,10183,0.86,9.61E-06,4.27E-05,-0.78,0.001306358,0.011130955,-0.817252189,2.08E-05,0.000121642,-1.63760491,5.33E-14,3.71E-13,Sec61 alpha 1 subunit (S. cerevisiae)
chr2,5792032,5816399,-,Sec61a2,2381,372,501,865,538,778,374,148,144,-0.46,0.09087811,0.181395286,1.06,0.000646767,0.006132542,1.181832446,2.03E-06,1.44E-05,1.52350083,5.38E-07,2.08E-06,"Sec61, alpha subunit 2 (S. cerevisiae)"
chr4,47487532,47496105,+,Sec61b,556,6285,3637,4217,4636,4482,3604,3038,2306,-0.23,0.472212692,0.722321,-0.78,0.214083531,0.559288763,0.90771417,0.03794891,0.097862036,-0.548702967,0.599563128,0.843606411,Sec61 beta subunit
chr11,16401640,16408487,-,Sec61g,783,2379,1331,1623,1035,624,548,390,239,-1.7,2.94E-03,8.49E-03,-0.67,0.858114496,1,2.463766502,6.09E-08,5.63E-07,1.034820981,0.005383128,0.012522912,"SEC61, gamma subunit"
chr3,30691797,30720185,+,Sec62,3974,7152,6019,6395,6252,12806,9557,6064,6653,0.69,0.000881119,0.002815897,-0.26,0.392947856,0.806580831,0.097198687,0.320282044,0.574022882,-0.94446205,3.16E-05,0.000101456,SEC62 homolog (S. cerevisiae)
chr10,42481301,42552320,+,Sec63,6053,5403,6954,5670,5167,15896,11477,8208,8465,1.17,3.81E-09,2.63E-08,-0.38,0.161204128,0.464235927,-0.744171586,0.000440214,0.001921954,-1.554570043,5.25E-13,3.39E-12,SEC63-like (S. cerevisiae)
chr13,51747082,51779015,+,Secisbp2,2930,672,996,1344,884,1506,715,657,751,-0.15,0.501044225,0.757400013,-0.13,0.076403978,0.277912328,-0.108696031,0.789938727,1,0.014247086,0.270505245,0.4371118,SECIS binding protein 2
chr2,125562721,125608606,-,Secisbp2l,6815,1849,2584,3335,3103,6238,4527,2226,2612,0.59,0.007923231,0.020865256,0.15,0.531431768,0.964266924,-0.408575905,0.074733325,0.174623212,-0.437902735,0.042433752,0.083707699,SECIS binding protein 2-like
chr11,120928716,120942453,-,Sectm1a,1621,380,502,286,180,470,167,21,10,0.41,0.463211516,0.71107303,3.09,2.92E-14,2.08E-12,3.952278856,2.33E-25,1.68E-23,2.681647605,2.86E-12,1.75E-11,secreted and transmembrane 1B
chr11,120914736,120924883,-,Sectm1b,2327,2,0,2,2,4,2,4,0,0.43,0.79407177,1,-0.95,1,1,-0.788646598,0.721257069,1,-1.37911139,0.764006445,1,secreted and transmembrane 1B
chr18,67934529,67955141,+,Seh1l,4130,2000,2506,3195,2937,4730,3703,1950,2312,0.25,0.058872013,0.124595717,-0.06,0.975411451,1,-0.104349086,0.275269655,0.508042151,-0.3088001,0.055486032,0.106587484,SEH1-like (S. cerevisiae
chr12,93044482,93087597,-,Sel1l,6321,4120,5993,3929,3304,11171,7915,5295,6830,1.19,1.64E-08,1.05E-07,-0.26,0.119572464,0.379797291,-0.502919392,0.012406105,0.037303388,-1.450953326,1.15E-12,7.25E-12,sel-1 suppressor of lin-12-like (C. elegans)
chr2,140055593,140215446,-,Sel1l2,2239,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,sel-1 suppressor of lin-12-like 2 (C. elegans)
chr5,53498321,53604691,-,Sel1l3,4536,421,568,162,113,1691,1098,579,654,3.04,1.48E-34,1.14E-32,0.21,0.514242594,0.949697656,-0.59962679,0.010142703,0.031204187,-2.828625487,3.04E-31,7.14E-30,sel-1 suppressor of lin-12-like 3 (C. elegans)
chr1,165978364,165987808,+,Sele,2926,4,10,35,47,41,10,1,2,0.14,0.143830031,0.269500114,3.19,0.002556178,0.019287523,1.129742822,0.094126034,0.21167883,3.051240844,2.32E-05,7.59E-05,"selectin, endothelial cell"
chr3,94737004,94748680,+,Selenbp1,1697,21804,25070,20197,18005,72485,55340,50112,34343,1.53,1.67E-13,1.85E-12,-0.8,0.068169155,0.254620889,-1.34153134,2.50E-07,2.10E-06,-2.332023761,1.62E-19,1.66E-18,selenium binding protein 2
chr3,94497494,94508328,+,Selenbp2,1707,17048,22818,19227,15152,35747,26339,63833,27858,0.58,0.017149881,0.041712531,-2.17,1.47E-06,2.75E-05,-2.045665755,3.60E-06,2.44E-05,-2.752081712,2.98E-12,1.82E-11,selenium binding protein 2
chr14,30781565,30788260,+,Selk,1023,5125,4098,4385,4539,7660,5695,2953,2291,0.49,0.055738742,0.119004902,0.04,0.163254566,0.468052816,0.65425967,0.027376356,0.073945435,-0.451229911,0.604752271,0.849673101,selenoprotein K
chr1,165992206,166010916,+,Sell,2330,149,312,852,908,609,236,101,63,-0.78,0.000874518,0.002795955,1.26,0.001401802,0.011757922,0.404264104,0.003690892,0.012766236,2.035556881,4.35E-10,2.22E-09,"selectin, lymphocyte"
chr11,3414704,3417354,+,Selm,877,250,189,336,434,300,170,112,77,-0.45,0.013355435,0.033377815,0.09,0.468451034,0.901740139,1.01130184,0.0088761,0.027692384,0.540937529,0.001677672,0.004249493,selenoprotein M
chr1,166045394,166080157,+,Selp,3454,307,408,820,716,864,633,410,410,-0.24,0.538682269,0.797485369,-0.26,0.545776901,0.975998572,-0.557182038,0.027419378,0.074027223,-0.021548573,1,1,"selectin, platelet"
chr5,114267806,114280510,-,Selplg,2606,1814,2506,3461,3493,1939,745,154,73,-1.14,6.39E-08,3.82E-07,2.31,3.99E-15,3.28E-13,3.402737113,5.36E-33,9.36E-31,3.454116214,1.98E-34,5.71E-33,"selectin, platelet (p-selectin) ligand"
chr5,13396783,13603485,+,Sema3a,7307,24,26,261,251,24,12,4,2,-3.57,5.14E-26,1.88E-24,1.08,0.038057762,0.165722763,2.153463181,5.17E-06,3.41E-05,4.646079849,1.56E-29,3.27E-28,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
chr9,107500445,107511572,-,Sema3b,3457,15,47,1076,624,129,58,39,46,-3.32,4.89E-17,7.91E-16,0.42,0.905699495,1,-1.503288973,0.061384763,0.147587616,3.735162382,9.36E-17,7.96E-16,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"
chr5,17080633,17236085,+,Sema3c,4973,26,44,63,42,75,41,34,24,-0.07,1,1,-0.18,0.93209937,1,-0.529336855,0.958264071,1,-0.105009931,0.929875799,1,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"
chr5,12383165,12588943,+,Sema3d,6539,119,133,174,143,145,96,63,50,-0.58,0.062597208,0.131307801,-0.14,0.829573385,1,0.764582331,0.002894667,0.010313057,0.43660863,0.044181495,0.086801755,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"
chr5,14025275,14256689,+,Sema3e,6878,0,4,2,6,0,0,2,2,-0.56,0.026909074,0.062306156,-1.48,0.103334211,0.344200525,-1.476353306,1,1,-0.917913051,1,1,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
chr9,107583832,107612806,-,Sema3f,3411,506,656,431,316,680,277,243,114,0.35,0.619410343,0.869120348,0.16,0.368145949,0.773153068,0.910406174,0.000101781,0.000510661,-0.192632369,0.681555688,0.937961402,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"
chr14,32031058,32042697,+,Sema3g,3702,0,8,6,0,15,26,8,26,0.2,0.016984824,0.041376027,-0.7,0.58276343,1,-2.982334504,0.028308124,0.076064376,-0.905118556,0.004900091,0.011471554,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"
chr3,88239883,88265104,-,Sema4a,3467,2577,3496,3103,2322,9834,5895,4880,4558,1.35,1.54E-13,1.71E-12,-0.32,0.111200102,0.362199069,-1.061963242,7.62E-07,5.85E-06,-1.673058825,7.44E-19,7.32E-18,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"
